Date,PartID,PartName,ServiceCenter,VehicleModel,QtyOrdered,UnitCost,LeadTimeDays
11/18/2024,P019,Radiator,Austin,Model S,127,1365,3
12/15/2024,P020,Mirror Assembly,Fremont,Model X,39,185,11
4/2/2024,P020,Seat Belt Kit,Berlin,Model S,409,961,19
9/10/2024,P019,Air Filter,Berlin,Cybertruck,82,758,21
3/20/2024,P010,Headlight Assembly,Austin,Model 3,488,1700,20
10/24/2024,P011,AC Compressor,Berlin,Model Y,399,1213,27
1/31/2024,P020,Bumper Cover,New York,Model X,108,1606,29
11/25/2024,P005,Fuse Box,Shanghai,Model X,33,317,19
10/25/2024,P020,Suspension Arm,New York,Cybertruck,249,392,9
10/8/2024,P016,Steering Wheel,Berlin,Model S,451,1490,3
1/12/2024,P019,AC Compressor,Berlin,Model 3,315,1185,8
5/6/2024,P012,Headlight Assembly,Berlin,Model X,190,1312,26
12/25/2024,P017,Windshield,Berlin,Model S,210,926,22
7/5/2024,P002,Shock Absorber,Fremont,Model X,22,1578,28
3/9/2024,P009,Brake Pad Set,New York,Model X,171,1341,23
11/24/2024,P018,Air Filter,Austin,Model X,398,322,7
1/11/2024,P002,Shock Absorber,Shanghai,Model S,226,188,22
10/29/2024,P010,Battery Module,New York,Model 3,398,1239,16
1/23/2024,P009,Charging Cable,Austin,Model S,179,1780,7
12/2/2024,P003,Headlight Assembly,Shanghai,Model 3,374,366,23
11/28/2024,P009,Shock Absorber,Berlin,Model 3,189,236,23
7/27/2024,P004,Suspension Arm,Austin,Cybertruck,391,914,5
8/2/2024,P013,AC Compressor,New York,Cybertruck,34,1192,16
5/2/2024,P019,Windshield,Shanghai,Model Y,405,768,6
3/13/2024,P012,Door Handle,Fremont,Model S,408,536,4
7/28/2024,P012,Radiator,Austin,Model Y,420,1160,15
11/6/2024,P015,Tire Set,Austin,Model X,145,1358,17
9/30/2024,P012,Coolant Pump,Berlin,Model X,361,725,12
4/3/2024,P002,Seat Belt Kit,Shanghai,Model X,468,57,13
8/23/2024,P012,Motor Assembly,Austin,Model X,227,1755,10
6/2/2024,P007,Seat Belt Kit,Fremont,Model 3,110,173,8
9/30/2024,P007,Windshield,Shanghai,Cybertruck,280,1868,8
7/31/2024,P018,Shock Absorber,New York,Model X,305,700,27
5/7/2024,P012,Steering Wheel,New York,Model 3,135,1262,25
8/20/2024,P018,Infotainment Screen,Fremont,Model Y,101,371,24
2/10/2024,P006,Motor Assembly,Shanghai,Model Y,52,1200,10
10/15/2024,P008,Charging Cable,Berlin,Model X,137,230,16
2/12/2024,P017,Seat Belt Kit,Fremont,Model X,355,340,16
9/26/2024,P015,Infotainment Screen,Fremont,Cybertruck,454,1419,5
11/9/2024,P012,AC Compressor,Shanghai,Model Y,116,1359,7
1/28/2024,P007,AC Compressor,Austin,Cybertruck,387,622,8
9/26/2024,P013,Fuse Box,Fremont,Model Y,338,1870,7
3/14/2024,P012,Fuse Box,New York,Model X,193,1105,24
5/24/2024,P016,Windshield,Berlin,Model S,465,786,23
6/10/2024,P019,Bumper Cover,New York,Cybertruck,161,1408,23
9/2/2024,P010,Suspension Arm,New York,Model X,18,1069,7
9/26/2024,P016,Windshield,Fremont,Model S,476,1526,18
7/29/2024,P012,Shock Absorber,Berlin,Model 3,154,177,3
10/6/2024,P003,Infotainment Screen,New York,Model 3,266,861,10
8/10/2024,P004,Radiator,Austin,Model Y,109,505,20
12/25/2024,P001,AC Compressor,Berlin,Cybertruck,340,331,28
3/10/2024,P004,Windshield,Shanghai,Model 3,281,177,14
1/20/2024,P004,Charging Cable,Fremont,Model S,259,1275,11
4/30/2024,P003,AC Compressor,New York,Model 3,126,1925,23
6/21/2024,P018,Brake Pad Set,Austin,Model 3,426,547,3
2/3/2024,P018,Battery Module,Berlin,Model S,153,562,26
3/11/2024,P008,Air Filter,Fremont,Model Y,45,807,29
2/2/2024,P008,Charging Cable,Fremont,Cybertruck,162,803,6
9/18/2024,P007,Tire Set,Austin,Model 3,263,1093,9
9/28/2024,P008,Charging Cable,Austin,Model Y,398,76,11
4/18/2024,P016,Bumper Cover,Austin,Cybertruck,265,1361,8
1/23/2024,P003,Charging Cable,Shanghai,Model Y,154,72,22
5/25/2024,P015,Windshield,Fremont,Cybertruck,176,414,9
1/14/2024,P018,Brake Pad Set,Shanghai,Cybertruck,464,149,20
11/1/2024,P011,Infotainment Screen,New York,Cybertruck,296,1194,25
11/12/2024,P002,Seat Belt Kit,Shanghai,Model 3,212,1390,26
2/5/2024,P019,Suspension Arm,New York,Cybertruck,229,636,11
9/27/2024,P016,Air Filter,Shanghai,Cybertruck,434,1037,3
9/17/2024,P006,Door Handle,Shanghai,Model X,280,232,22
2/22/2024,P009,AC Compressor,Austin,Cybertruck,188,399,18
2/17/2024,P015,Bumper Cover,Fremont,Model Y,485,1388,3
1/11/2024,P009,Tire Set,Berlin,Model 3,424,693,16
9/14/2024,P010,Coolant Pump,Austin,Model Y,465,1301,19
12/8/2024,P002,Door Handle,Berlin,Cybertruck,218,680,21
10/6/2024,P015,Tire Set,Shanghai,Model Y,112,1683,16
7/28/2024,P001,Coolant Pump,Austin,Model S,487,1686,29
11/19/2024,P006,Fuse Box,Fremont,Model 3,348,240,23
11/30/2024,P013,Door Handle,Berlin,Model Y,57,186,16
1/12/2024,P020,Tire Set,Berlin,Model S,266,617,23
9/7/2024,P007,Charging Cable,Shanghai,Model 3,484,1734,24
11/18/2024,P017,AC Compressor,Austin,Model Y,390,1653,6
6/8/2024,P019,Shock Absorber,Shanghai,Model S,266,57,25
2/5/2024,P017,Infotainment Screen,Berlin,Model 3,134,739,16
5/28/2024,P001,Fuse Box,Berlin,Model S,71,117,12
7/16/2024,P017,Windshield,Austin,Model X,56,176,10
9/2/2024,P007,Door Handle,Shanghai,Model Y,456,1080,4
7/22/2024,P003,Tire Set,Fremont,Model Y,363,717,6
2/13/2024,P004,AC Compressor,New York,Cybertruck,112,1645,5
11/10/2024,P014,Tire Set,Austin,Cybertruck,296,1015,22
11/14/2024,P012,Bumper Cover,Austin,Model Y,428,1010,6
7/24/2024,P007,Brake Pad Set,New York,Model 3,471,1275,24
8/28/2024,P014,Suspension Arm,Austin,Model X,201,953,28
2/10/2024,P013,Brake Pad Set,Fremont,Model 3,411,1052,5
3/16/2024,P017,Windshield,Fremont,Model Y,382,1301,23
7/20/2024,P005,AC Compressor,Fremont,Model Y,34,1276,28
12/28/2024,P008,Headlight Assembly,Austin,Cybertruck,365,1888,14
4/4/2024,P011,Fuse Box,Fremont,Model Y,356,1018,11
1/28/2024,P015,Radiator,Fremont,Model Y,92,111,5
5/23/2024,P015,Seat Belt Kit,New York,Cybertruck,3,1301,24
2/28/2024,P013,Headlight Assembly,New York,Cybertruck,13,1474,8
5/8/2024,P007,Motor Assembly,Berlin,Model S,496,1718,21
12/7/2024,P017,Suspension Arm,Austin,Model 3,104,833,6
1/1/2024,P018,Steering Wheel,Shanghai,Model Y,214,607,25
10/13/2024,P012,Mirror Assembly,Fremont,Cybertruck,142,509,19
1/22/2024,P015,Battery Module,New York,Model X,167,684,21
8/13/2024,P005,Steering Wheel,Fremont,Model S,83,1747,4
7/22/2024,P019,Seat Belt Kit,Austin,Model 3,340,470,14
7/5/2024,P008,Brake Pad Set,Berlin,Model X,406,293,9
10/10/2024,P004,Bumper Cover,Fremont,Model 3,235,1135,19
11/27/2024,P005,Motor Assembly,Fremont,Model 3,333,186,23
1/27/2024,P008,Motor Assembly,Berlin,Model 3,288,420,25
12/8/2024,P019,Bumper Cover,Fremont,Model Y,479,1145,29
5/8/2024,P019,Door Handle,Austin,Cybertruck,204,1545,6
12/28/2024,P002,Brake Pad Set,Shanghai,Model 3,340,1307,7
4/4/2024,P006,Battery Module,Shanghai,Model S,410,108,17
3/6/2024,P018,Brake Pad Set,Shanghai,Cybertruck,12,127,19
6/25/2024,P017,Door Handle,Shanghai,Model 3,84,470,5
10/1/2024,P017,Fuse Box,Berlin,Cybertruck,139,392,16
6/4/2024,P017,Bumper Cover,Shanghai,Cybertruck,176,687,12
1/19/2024,P015,Headlight Assembly,New York,Model Y,205,1983,16
11/15/2024,P007,Suspension Arm,New York,Model Y,438,308,11
2/27/2024,P005,Charging Cable,Shanghai,Model X,254,1994,13
9/29/2024,P019,Fuse Box,Berlin,Cybertruck,421,516,6
7/16/2024,P007,Air Filter,Berlin,Model 3,8,384,15
3/19/2024,P002,Mirror Assembly,Shanghai,Cybertruck,463,614,22
2/10/2024,P015,Shock Absorber,New York,Model S,416,778,28
8/13/2024,P014,Motor Assembly,Shanghai,Model 3,45,456,15
9/17/2024,P006,Windshield,Austin,Model X,253,1956,8
9/1/2024,P007,Fuse Box,Austin,Model X,171,1070,18
1/23/2024,P009,Steering Wheel,Berlin,Cybertruck,217,1616,7
7/15/2024,P002,Battery Module,Shanghai,Model S,4,454,29
8/23/2024,P020,AC Compressor,Shanghai,Model S,497,1652,21
5/5/2024,P001,Shock Absorber,Shanghai,Model X,478,167,4
9/22/2024,P018,Charging Cable,Austin,Model X,278,637,29
11/19/2024,P012,Mirror Assembly,Austin,Model Y,442,1541,21
5/19/2024,P007,AC Compressor,Austin,Cybertruck,242,55,23
11/11/2024,P011,Seat Belt Kit,Fremont,Model X,489,1863,24
5/6/2024,P012,Charging Cable,New York,Cybertruck,415,1408,28
10/12/2024,P018,Infotainment Screen,Shanghai,Model S,101,155,24
4/23/2024,P005,Shock Absorber,Berlin,Cybertruck,334,1058,24
11/20/2024,P001,Headlight Assembly,Berlin,Model X,423,775,13
1/13/2024,P001,Air Filter,Fremont,Model X,118,1580,29
8/15/2024,P009,Coolant Pump,Austin,Model Y,448,673,15
1/9/2024,P001,Battery Module,Austin,Model X,202,789,21
5/25/2024,P012,Radiator,Shanghai,Model S,291,1302,26
6/11/2024,P017,Coolant Pump,Fremont,Model X,378,1339,8
8/10/2024,P016,Mirror Assembly,Austin,Model S,34,1234,5
8/3/2024,P017,Fuse Box,Austin,Model Y,87,1929,23
6/17/2024,P007,Charging Cable,Berlin,Model Y,344,1668,27
1/26/2024,P003,Battery Module,Berlin,Cybertruck,93,253,25
5/4/2024,P009,Air Filter,Austin,Cybertruck,266,1781,3
10/26/2024,P003,Tire Set,New York,Model S,139,1460,16
9/6/2024,P016,Battery Module,Berlin,Model X,421,1321,3
1/10/2024,P016,Charging Cable,New York,Model S,224,1580,24
4/14/2024,P010,Infotainment Screen,Fremont,Model X,266,669,7
4/15/2024,P008,Fuse Box,Berlin,Model Y,450,347,3
1/1/2024,P016,Windshield,Berlin,Cybertruck,88,1845,21
6/30/2024,P016,Motor Assembly,Austin,Cybertruck,100,1390,6
10/28/2024,P006,Shock Absorber,Shanghai,Model Y,451,392,8
5/20/2024,P004,Infotainment Screen,Fremont,Model X,130,512,9
8/17/2024,P015,Seat Belt Kit,Austin,Model X,401,531,13
3/4/2024,P003,Shock Absorber,Shanghai,Model S,354,1292,15
3/18/2024,P017,Motor Assembly,Shanghai,Cybertruck,226,472,25
8/19/2024,P015,Infotainment Screen,Berlin,Model 3,345,328,5
3/27/2024,P020,Fuse Box,Austin,Model S,488,476,22
7/1/2024,P009,Infotainment Screen,New York,Model 3,268,575,4
11/14/2024,P013,Bumper Cover,Shanghai,Cybertruck,442,645,26
5/25/2024,P001,Door Handle,New York,Model S,30,51,10
11/12/2024,P012,Mirror Assembly,Fremont,Model X,343,1713,8
4/1/2024,P017,Tire Set,Shanghai,Cybertruck,188,1803,16
5/2/2024,P014,Battery Module,Austin,Model X,18,853,3
10/2/2024,P001,Coolant Pump,New York,Model 3,236,459,14
3/4/2024,P010,Fuse Box,New York,Model 3,139,1947,14
11/27/2024,P014,Steering Wheel,New York,Model Y,311,1779,28
8/6/2024,P015,Headlight Assembly,Berlin,Model S,47,496,25
7/10/2024,P011,Headlight Assembly,Berlin,Model X,120,1359,13
4/16/2024,P019,Headlight Assembly,Austin,Model Y,137,581,16
9/3/2024,P011,Fuse Box,Fremont,Model Y,133,1210,21
2/26/2024,P019,Motor Assembly,Shanghai,Model Y,327,1297,23
2/14/2024,P011,Battery Module,Berlin,Model X,492,793,10
3/26/2024,P019,Charging Cable,Shanghai,Cybertruck,287,823,25
2/7/2024,P007,Headlight Assembly,Fremont,Cybertruck,329,1105,5
6/30/2024,P007,Motor Assembly,Austin,Cybertruck,73,959,29
6/12/2024,P006,Headlight Assembly,Austin,Model 3,48,1138,26
9/1/2024,P009,Tire Set,Fremont,Model S,166,357,11
11/18/2024,P018,Windshield,Austin,Model Y,273,548,13
5/5/2024,P006,Shock Absorber,Austin,Cybertruck,95,1068,5
7/25/2024,P014,Steering Wheel,Shanghai,Model Y,217,1049,10
9/23/2024,P009,Shock Absorber,Berlin,Model 3,220,769,18
12/19/2024,P003,Coolant Pump,Berlin,Model Y,195,843,5
3/27/2024,P003,Air Filter,Shanghai,Model 3,198,643,24
5/24/2024,P008,Motor Assembly,Fremont,Model 3,259,853,13
5/1/2024,P012,Battery Module,Shanghai,Cybertruck,4,557,6
4/7/2024,P018,Battery Module,Fremont,Model Y,441,1215,5
10/15/2024,P001,Headlight Assembly,Berlin,Model X,200,1859,16
5/12/2024,P019,Motor Assembly,New York,Model 3,332,1351,3
12/2/2024,P012,Steering Wheel,Shanghai,Model S,155,792,28
11/13/2024,P020,Coolant Pump,Shanghai,Model S,134,318,18
3/5/2024,P016,Fuse Box,Fremont,Cybertruck,6,1492,10
7/17/2024,P009,Seat Belt Kit,New York,Model 3,232,398,26
5/4/2024,P006,AC Compressor,Austin,Model 3,80,964,23
12/11/2024,P006,Fuse Box,Austin,Model X,38,640,23
7/26/2024,P007,Charging Cable,Austin,Cybertruck,396,339,12
7/26/2024,P014,Battery Module,Berlin,Model Y,12,1477,24
10/26/2024,P016,Coolant Pump,Shanghai,Model X,31,208,25
4/30/2024,P003,Tire Set,Austin,Cybertruck,316,858,29
5/21/2024,P001,Mirror Assembly,Shanghai,Model X,399,468,26
12/12/2024,P020,Coolant Pump,Austin,Model Y,42,304,21
2/26/2024,P017,Motor Assembly,Austin,Model X,300,1951,23
10/30/2024,P001,Seat Belt Kit,Shanghai,Model S,410,1118,19
5/24/2024,P005,Motor Assembly,Austin,Model S,470,880,12
2/13/2024,P017,Bumper Cover,Fremont,Model X,398,1612,8
5/11/2024,P005,Radiator,Fremont,Model X,4,1622,9
3/21/2024,P011,Motor Assembly,Shanghai,Model X,431,654,21
12/18/2024,P003,Infotainment Screen,Fremont,Model X,145,369,17
1/30/2024,P010,Radiator,New York,Model X,436,1199,25
12/6/2024,P014,Fuse Box,Shanghai,Model 3,32,1911,17
7/27/2024,P019,Shock Absorber,Berlin,Model Y,304,1199,20
8/30/2024,P011,Mirror Assembly,Austin,Cybertruck,232,285,22
7/1/2024,P001,Charging Cable,Austin,Model X,465,1124,7
6/6/2024,P012,Air Filter,Shanghai,Model S,196,380,26
5/25/2024,P020,Brake Pad Set,Austin,Model 3,11,1534,5
12/5/2024,P002,AC Compressor,Shanghai,Model S,370,1372,6
12/19/2024,P001,Windshield,Fremont,Cybertruck,55,456,12
8/20/2024,P015,Shock Absorber,Austin,Model 3,2,243,24
4/1/2024,P013,Charging Cable,Fremont,Cybertruck,256,983,3
11/24/2024,P013,Bumper Cover,Austin,Model X,186,808,22
6/20/2024,P013,Steering Wheel,New York,Cybertruck,497,1510,6
7/8/2024,P017,Door Handle,Berlin,Cybertruck,112,1969,9
1/31/2024,P006,Steering Wheel,Shanghai,Model S,418,1816,22
4/18/2024,P012,Air Filter,Shanghai,Model X,38,485,24
9/28/2024,P015,Seat Belt Kit,Shanghai,Model S,159,1142,10
4/4/2024,P003,Tire Set,Fremont,Model 3,243,604,12
3/17/2024,P006,Windshield,Austin,Model X,456,646,16
5/30/2024,P003,Mirror Assembly,Austin,Model X,214,692,6
5/21/2024,P012,Charging Cable,Fremont,Cybertruck,436,986,21
8/18/2024,P011,Windshield,Shanghai,Model Y,193,1727,13
9/14/2024,P006,Coolant Pump,Austin,Model X,327,1380,14
5/7/2024,P011,Seat Belt Kit,Austin,Model S,412,1776,10
12/13/2024,P017,Coolant Pump,Berlin,Model S,227,1946,29
8/11/2024,P004,Headlight Assembly,Austin,Cybertruck,298,1120,23
7/2/2024,P011,Tire Set,New York,Model S,317,859,17
10/6/2024,P013,Battery Module,New York,Cybertruck,488,570,18
10/19/2024,P016,Brake Pad Set,Berlin,Model 3,375,1772,13
1/29/2024,P006,Radiator,Shanghai,Model S,441,690,11
10/24/2024,P020,Suspension Arm,Shanghai,Model X,274,718,21
1/18/2024,P006,Mirror Assembly,Fremont,Model 3,259,954,6
5/10/2024,P017,Steering Wheel,New York,Model X,437,1796,10
9/25/2024,P003,Coolant Pump,Shanghai,Model 3,163,142,17
4/15/2024,P007,Tire Set,Fremont,Model Y,299,1400,14
6/5/2024,P001,Radiator,New York,Cybertruck,170,1513,21
2/28/2024,P012,Seat Belt Kit,Fremont,Model Y,6,643,12
4/1/2024,P018,Coolant Pump,Shanghai,Model 3,291,508,14
9/16/2024,P013,Door Handle,New York,Model Y,457,1317,15
2/20/2024,P003,Charging Cable,Berlin,Model Y,276,308,24
5/12/2024,P020,Bumper Cover,New York,Model S,462,1922,24
6/15/2024,P006,Windshield,Shanghai,Model Y,494,519,4
10/23/2024,P014,Steering Wheel,Shanghai,Model X,259,935,11
1/5/2024,P014,Headlight Assembly,Shanghai,Model Y,180,1683,8
5/15/2024,P009,Shock Absorber,Berlin,Model X,455,1366,21
8/13/2024,P013,Tire Set,New York,Model X,319,1767,16
7/2/2024,P001,Tire Set,Berlin,Model Y,120,940,6
3/31/2024,P004,Steering Wheel,Fremont,Model Y,393,75,18
11/3/2024,P013,Coolant Pump,Fremont,Model 3,241,278,15
7/7/2024,P020,Fuse Box,Fremont,Cybertruck,195,116,6
10/29/2024,P006,Charging Cable,New York,Cybertruck,468,1293,20
12/3/2024,P001,Mirror Assembly,Austin,Model Y,320,926,15
11/17/2024,P014,Suspension Arm,Shanghai,Cybertruck,259,1747,24
5/12/2024,P001,Steering Wheel,New York,Cybertruck,231,1596,10
6/20/2024,P010,Brake Pad Set,Austin,Model Y,267,1945,6
9/6/2024,P017,Headlight Assembly,Austin,Model X,319,54,4
3/1/2024,P019,Seat Belt Kit,Fremont,Model X,6,1670,17
2/19/2024,P017,Steering Wheel,New York,Model X,42,1466,4
8/10/2024,P020,Headlight Assembly,Austin,Model S,333,1906,10
6/20/2024,P007,Fuse Box,Austin,Model S,242,896,21
11/14/2024,P009,Seat Belt Kit,Austin,Model X,51,1181,7
8/12/2024,P012,Seat Belt Kit,New York,Model S,460,926,5
7/9/2024,P020,Mirror Assembly,New York,Cybertruck,361,1796,22
12/24/2024,P013,Radiator,Shanghai,Model X,469,812,7
9/21/2024,P002,Battery Module,Austin,Cybertruck,151,713,18
8/31/2024,P012,Windshield,Shanghai,Model X,45,293,7
3/19/2024,P019,Suspension Arm,Fremont,Model S,264,450,11
12/8/2024,P017,Coolant Pump,Shanghai,Model Y,317,895,23
12/30/2024,P002,Suspension Arm,Fremont,Model S,175,1927,27
1/22/2024,P002,Headlight Assembly,Austin,Model 3,403,1167,13
2/5/2024,P006,Suspension Arm,Shanghai,Model S,142,1648,14
11/25/2024,P007,Fuse Box,Fremont,Model 3,89,354,28
6/4/2024,P005,Tire Set,New York,Cybertruck,67,497,10
2/25/2024,P012,Windshield,Berlin,Model Y,37,1633,3
12/20/2024,P011,Windshield,New York,Cybertruck,73,1690,18
9/4/2024,P010,Windshield,Austin,Cybertruck,419,1079,4
9/17/2024,P017,Headlight Assembly,Shanghai,Model S,263,1629,13
9/16/2024,P008,Charging Cable,Fremont,Model Y,402,1129,18
1/15/2024,P010,Fuse Box,Austin,Cybertruck,110,233,21
7/6/2024,P012,Shock Absorber,Shanghai,Model 3,360,324,25
1/26/2024,P002,Steering Wheel,Austin,Model Y,74,1236,3
1/23/2024,P008,AC Compressor,Berlin,Model S,499,512,20
4/12/2024,P006,Infotainment Screen,Shanghai,Model Y,335,1356,24
1/29/2024,P001,Shock Absorber,Austin,Cybertruck,246,1708,3
12/7/2024,P013,Fuse Box,Berlin,Model Y,205,1035,13
2/26/2024,P014,Air Filter,Austin,Model 3,175,1776,7
3/2/2024,P010,Motor Assembly,New York,Cybertruck,337,1559,7
2/17/2024,P009,AC Compressor,New York,Model Y,384,584,22
2/4/2024,P011,Bumper Cover,Shanghai,Model X,76,1818,5
2/15/2024,P016,Suspension Arm,Shanghai,Model 3,271,1315,4
2/2/2024,P008,Shock Absorber,New York,Model S,320,528,10
11/22/2024,P015,Mirror Assembly,New York,Cybertruck,491,1884,13
8/13/2024,P014,Windshield,New York,Model S,141,996,26
9/22/2024,P004,Infotainment Screen,New York,Cybertruck,75,837,20
8/3/2024,P012,Door Handle,New York,Model 3,198,1769,26
8/4/2024,P017,Infotainment Screen,Berlin,Model X,133,145,16
6/24/2024,P018,Motor Assembly,Berlin,Model Y,122,597,19
2/13/2024,P005,AC Compressor,Berlin,Model S,326,520,24
8/6/2024,P008,Door Handle,Berlin,Cybertruck,381,249,22
5/5/2024,P005,Tire Set,New York,Model 3,374,427,29
11/14/2024,P003,Radiator,Fremont,Model Y,221,563,19
10/31/2024,P016,Charging Cable,Fremont,Model 3,225,1460,25
7/18/2024,P002,Bumper Cover,New York,Model 3,219,795,3
3/25/2024,P004,Coolant Pump,Austin,Model Y,70,123,6
2/10/2024,P003,Seat Belt Kit,Shanghai,Cybertruck,286,1967,7
7/29/2024,P012,AC Compressor,New York,Model X,371,1629,17
12/19/2024,P009,Brake Pad Set,Austin,Model S,373,1172,24
2/8/2024,P019,Headlight Assembly,Austin,Model X,45,1590,15
12/28/2024,P013,Charging Cable,Fremont,Cybertruck,247,468,29
9/25/2024,P014,Steering Wheel,Berlin,Model S,411,341,27
12/27/2024,P009,Brake Pad Set,Shanghai,Cybertruck,137,718,9
6/29/2024,P005,Shock Absorber,New York,Model S,487,891,16
8/18/2024,P008,Fuse Box,Austin,Cybertruck,309,1709,15
3/10/2024,P001,Headlight Assembly,Shanghai,Model X,63,626,21
11/8/2024,P016,Door Handle,Shanghai,Model S,50,66,22
3/16/2024,P013,Charging Cable,Shanghai,Model Y,3,1144,17
10/2/2024,P010,Fuse Box,New York,Model 3,24,822,14
8/21/2024,P009,AC Compressor,Fremont,Model Y,78,984,17
11/13/2024,P016,Headlight Assembly,Fremont,Model 3,41,379,8
11/14/2024,P009,Door Handle,Austin,Model Y,26,1004,7
5/15/2024,P012,Radiator,New York,Model Y,291,283,22
6/2/2024,P004,Headlight Assembly,Austin,Cybertruck,154,289,26
10/20/2024,P009,Fuse Box,New York,Model Y,260,862,27
12/13/2024,P018,Motor Assembly,Shanghai,Model Y,277,1475,29
4/8/2024,P016,Charging Cable,Shanghai,Model Y,332,1200,22
12/29/2024,P002,Infotainment Screen,Fremont,Model X,239,1306,28
12/26/2024,P014,Charging Cable,Fremont,Model 3,42,1634,24
12/28/2024,P004,Shock Absorber,New York,Model S,185,187,7
12/23/2024,P011,Seat Belt Kit,Shanghai,Model X,491,602,3
5/9/2024,P004,Windshield,Austin,Model S,120,369,27
1/7/2024,P002,Seat Belt Kit,Berlin,Model Y,228,1676,15
4/14/2024,P015,Headlight Assembly,Austin,Model S,42,1839,9
11/2/2024,P018,Seat Belt Kit,Shanghai,Model S,91,1630,18
2/19/2024,P009,Charging Cable,Berlin,Model Y,196,881,10
8/11/2024,P012,Shock Absorber,Fremont,Model 3,174,1186,27
3/4/2024,P005,Air Filter,New York,Model X,104,490,9
6/29/2024,P007,Bumper Cover,Fremont,Model Y,54,490,21
3/15/2024,P012,Coolant Pump,Berlin,Model Y,374,1439,11
9/22/2024,P005,Windshield,Berlin,Model S,257,809,20
7/7/2024,P019,Headlight Assembly,Fremont,Model 3,275,903,28
7/1/2024,P003,Steering Wheel,Austin,Model Y,265,1989,27
12/20/2024,P015,Steering Wheel,Berlin,Model 3,367,775,20
3/8/2024,P019,AC Compressor,New York,Model 3,354,1024,14
6/18/2024,P017,Bumper Cover,Berlin,Model Y,39,1954,6
11/17/2024,P003,Door Handle,Shanghai,Model X,108,904,17
6/20/2024,P020,AC Compressor,Austin,Model 3,209,1258,29
10/10/2024,P015,Bumper Cover,Shanghai,Model X,62,190,6
4/16/2024,P006,Charging Cable,New York,Cybertruck,245,1892,5
12/31/2024,P011,Tire Set,Berlin,Model S,226,647,18
4/20/2024,P014,Coolant Pump,Austin,Model X,255,68,18
3/18/2024,P004,Infotainment Screen,Austin,Model S,328,1494,22
7/4/2024,P003,Mirror Assembly,New York,Cybertruck,292,646,21
9/9/2024,P008,Suspension Arm,Fremont,Model Y,316,218,4
8/23/2024,P003,Steering Wheel,Shanghai,Model Y,226,1759,11
4/2/2024,P004,Headlight Assembly,Fremont,Model 3,366,1535,17
5/9/2024,P004,Bumper Cover,Austin,Cybertruck,286,1036,22
7/1/2024,P014,Shock Absorber,Berlin,Model S,249,861,24
2/3/2024,P012,Windshield,Fremont,Model 3,425,1182,5
10/29/2024,P003,Suspension Arm,Fremont,Cybertruck,148,913,17
8/9/2024,P020,Tire Set,Berlin,Model X,14,1233,9
10/8/2024,P008,Mirror Assembly,Fremont,Model Y,456,518,5
12/5/2024,P019,Infotainment Screen,Shanghai,Model 3,83,689,22
1/1/2024,P014,Fuse Box,Austin,Model S,376,1704,10
4/6/2024,P001,Door Handle,Austin,Model S,308,1697,3
3/27/2024,P020,Coolant Pump,Austin,Model 3,124,1616,8
11/26/2024,P014,Headlight Assembly,New York,Model X,147,1129,9
9/8/2024,P019,Radiator,Shanghai,Model 3,413,704,17
12/29/2024,P007,Seat Belt Kit,Berlin,Model S,303,1319,23
1/15/2024,P013,Infotainment Screen,Fremont,Cybertruck,49,181,24
5/21/2024,P009,Air Filter,Berlin,Model Y,407,1703,16
11/6/2024,P016,Mirror Assembly,Fremont,Model 3,20,322,15
10/15/2024,P016,Motor Assembly,New York,Cybertruck,228,789,14
3/10/2024,P008,Mirror Assembly,Berlin,Model 3,287,139,27
11/7/2024,P008,Motor Assembly,Fremont,Model S,18,1903,24
10/5/2024,P018,Fuse Box,Fremont,Model X,382,193,26
2/23/2024,P002,Battery Module,New York,Model Y,70,1821,24
12/11/2024,P002,Fuse Box,Austin,Model Y,386,1244,25
10/28/2024,P010,Infotainment Screen,Shanghai,Model 3,395,1998,13
9/8/2024,P017,Battery Module,Austin,Model X,246,527,23
9/3/2024,P008,Charging Cable,Fremont,Model 3,269,742,27
5/13/2024,P008,Motor Assembly,New York,Model X,340,1616,9
8/31/2024,P005,AC Compressor,New York,Cybertruck,220,1681,18
8/26/2024,P003,Infotainment Screen,Shanghai,Cybertruck,113,432,11
1/17/2024,P001,Fuse Box,Berlin,Model Y,234,530,15
12/14/2024,P020,Battery Module,Fremont,Model 3,288,130,6
10/5/2024,P007,Air Filter,Fremont,Model S,302,1902,17
8/20/2024,P007,Suspension Arm,Berlin,Model S,361,693,16
12/17/2024,P013,AC Compressor,Fremont,Model S,484,1681,18
6/2/2024,P006,Charging Cable,Austin,Model X,22,602,21
7/4/2024,P013,Motor Assembly,Austin,Model 3,279,112,18
3/23/2024,P002,Motor Assembly,Fremont,Model Y,495,918,15
2/24/2024,P002,Radiator,Berlin,Cybertruck,395,913,9
3/2/2024,P002,Brake Pad Set,Berlin,Cybertruck,260,998,21
12/23/2024,P015,Brake Pad Set,Austin,Model S,332,1716,25
2/28/2024,P015,Mirror Assembly,Shanghai,Cybertruck,121,217,7
5/21/2024,P018,Air Filter,Fremont,Model 3,67,976,10
5/28/2024,P005,Air Filter,Berlin,Cybertruck,357,571,5
6/22/2024,P014,Door Handle,Shanghai,Cybertruck,480,877,5
11/6/2024,P005,Air Filter,Fremont,Model Y,422,1632,8
